Id_cliente,rfm,segment,Value,Id_fila,Id_pedido,Fecha_pedido,Fecha_envio,Forma_envio,Nombre_cliente,Segmento,Ciudad,Estado,Pais,Region,Id_producto,Categoria,Subcategoria,Nombre_producto,Total,Cantidad,Descuento,Ganancia,Semestre
AÁ-10015,543,Loyal Customers,Very Good,5508,US-2018-123806,2018-06-01T00:00:00Z,2018-06-07T00:00:00Z,Estándar,Abel Ángel,Cliente,Avellaneda,Santa Fe,Argentina,Sur,MAT-AR-10002200,Material de oficina,Arte,"Binney & Smith Lienzos, Tamaños variados",218.16,1,0.4,-116.44000000000003,2018_S1
AÁ-10015,543,Loyal Customers,Very Good,5509,US-2018-123806,2018-06-01T00:00:00Z,2018-06-07T00:00:00Z,Estándar,Abel Ángel,Cliente,Avellaneda,Santa Fe,Argentina,Sur,MOB-SI-10002059,Mobiliario,Sillas,"SAFCO Silla de playa, Rojo",593.2800000000001,3,0.4,-198.12,2018_S1
AÁ-10015,543,Loyal Customers,Very Good,5537,MX-2016-154641,2016-10-15T00:00:00Z,2016-10-19T00:00:00Z,Estándar,Abel Ángel,Cliente,Barueri,São Paulo,Brasil,Sur,TEC-AC-10000061,Tecnología,Accesorios,"Logitech Ratón, Programable",615.6000000000003,3,0,227.39999999999998,2016_S2
AA-10150,443,Need Attention,Good,6025,MX-2018-147879,2018-06-25T00:00:00Z,2018-06-25T00:00:00Z,Mismo día,Alonso Arévalo,Cliente,Cojutepeque,Cuscatlán,El Salvador,Centro,MAT-PA-10004882,Material de oficina,Papel,"Xerox Material de oficina, Premium",1798.8000000000002,6,0,610.8,2018_S1
AA-10150,443,Need Attention,Good,4427,US-2019-167416,2019-10-23T00:00:00Z,2019-10-29T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-GR-10001853,Material de oficina,Grapas,"Advantus Chinchetas, Paquete de 12",364.56,7,0.4,-86.24000000000001,2019_S2
AA-10150,443,Need Attention,Good,4428,US-2019-167416,2019-10-23T00:00:00Z,2019-10-29T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-ET-10004557,Material de oficina,Etiquetas,"Smead Etiquetas de envío, Ajustable",190.2,5,0.4,-16.799999999999997,2019_S2
AA-10150,443,Need Attention,Good,4429,US-2019-167416,2019-10-23T00:00:00Z,2019-10-29T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-MO-10001048,Mobiliario,Mobiliario,"Rubvermaid Bombilla, Surtido",75.6,1,0.4,3.5999999999999943,2019_S2
AA-10150,443,Need Attention,Good,1671,MX-2018-136756,2018-12-20T00:00:00Z,2018-12-24T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Managua,Managua,Nicaragua,Centro,MAT-CA-10001605,Material de oficina,Carpetas,"Cardinal Anillas, Económico",71.2,2,0,2,2018_S2
AA-10150,443,Need Attention,Good,1672,MX-2018-136756,2018-12-20T00:00:00Z,2018-12-24T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Managua,Managua,Nicaragua,Centro,MAT-ET-10000903,Material de oficina,Etiquetas,"Hon Etiquetas extraíbles, Ajustable",163.2,3,0,24,2018_S2
AA-10150,443,Need Attention,Good,3783,MX-2016-147025,2016-07-13T00:00:00Z,2016-07-17T00:00:00Z,Rápido,Alonso Arévalo,Cliente,Managua,Managua,Nicaragua,Centro,MAT-AL-10002890,Material de oficina,Almacenamiento,"Smead Archivador móvil, Metal",5948.5999999999995,7,0,2735.5999999999995,2016_S2
AA-10150,443,Need Attention,Good,5189,MX-2018-160605,2018-10-11T00:00:00Z,2018-10-14T00:00:00Z,Rápido,Alonso Arévalo,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-ET-10003474,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Duradero",268.79999999999995,3,0,134.39999999999998,2018_S2
AA-10150,443,Need Attention,Good,5190,MX-2018-160605,2018-10-11T00:00:00Z,2018-10-14T00:00:00Z,Rápido,Alonso Arévalo,Cliente,San Salvador,San Salvador,El Salvador,Centro,MAT-ET-10003098,Material de oficina,Etiquetas,"Avery Etiquetas extraíbles, Rojo",352,5,0,102,2018_S2
AA-10150,443,Need Attention,Good,7568,US-2018-156846,2018-04-02T00:00:00Z,2018-04-07T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-SI-10001320,Mobiliario,Sillas,"Novimex Silla de playa, Ajustable",1033.6000000000001,4,0.2,-39.200000000000045,2018_S1
AA-10150,443,Need Attention,Good,2289,MX-2018-162677,2018-08-13T00:00:00Z,2018-08-15T00:00:00Z,Rápido,Alonso Arévalo,Cliente,Culiacán,Sinaloa,México,Norte,TEC-CO-10000315,Tecnología,Copiadoras,"Sharp Fotocopiadora, 2",11149.655999999999,7,0.002,3329.256,2018_S2
AA-10150,443,Need Attention,Good,5307,MX-2018-104675,2018-12-08T00:00:00Z,2018-12-15T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Mérida,Yucatán,México,Norte,MAT-PA-10004803,Material de oficina,Papel,"Xerox Recordadores, Reciclado",268.79999999999995,3,0,120.60000000000001,2018_S2
AA-10150,443,Need Attention,Good,5308,MX-2018-104675,2018-12-08T00:00:00Z,2018-12-15T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Mérida,Yucatán,México,Norte,MAT-GR-10004952,Material de oficina,Grapas,"Advantus Grapadoras, Paquete de 12",249.60000000000002,2,0,99.6,2018_S2
AA-10150,443,Need Attention,Good,5309,MX-2018-104675,2018-12-08T00:00:00Z,2018-12-15T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Mérida,Yucatán,México,Norte,MAT-SO-10001206,Material de oficina,Sobres,"Cameo Sobre empresarial, Reciclado",525,5,0,252,2018_S2
AA-10150,443,Need Attention,Good,5310,MX-2018-104675,2018-12-08T00:00:00Z,2018-12-15T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Mérida,Yucatán,México,Norte,MAT-AR-10004293,Material de oficina,Arte,"Boston Bolígrafos, Azul",189.60000000000002,2,0,60.4,2018_S2
AA-10150,443,Need Attention,Good,2306,US-2019-126998,2019-11-26T00:00:00Z,2019-12-01T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Maracaibo,Zulia,Venezuela,Sur,MOB-LI-10000230,Mobiliario,Librerías,"Bush Estante de esquina, Metal",987.5999999999999,2,0.4,-444.80000000000007,2019_S2
AA-10150,443,Need Attention,Good,2307,US-2019-126998,2019-11-26T00:00:00Z,2019-12-01T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Maracaibo,Zulia,Venezuela,Sur,MAT-CA-10004672,Material de oficina,Carpetas,"Acco Perforador, Económico",602.4000000000001,5,0.4,-321.60000000000014,2019_S2
AA-10150,443,Need Attention,Good,2308,US-2019-126998,2019-11-26T00:00:00Z,2019-12-01T00:00:00Z,Estándar,Alonso Arévalo,Cliente,Maracaibo,Zulia,Venezuela,Sur,MOB-LI-10000483,Mobiliario,Librerías,"Dania Librería, Blanco",992.8799999999999,2,0.4,-83.12000000000012,2019_S2
AA-10165,421,Potential Loyalist,Good,3319,MX-2019-112760,2019-09-08T00:00:00Z,2019-09-10T00:00:00Z,Urgente,Adán Atencio,Cliente,Cienfuegos,Cienfuegos,Cuba,Caribe,MAT-PA-10003405,Material de oficina,Papel,"Xerox Papel de tipo pergamino, Premium",88.4,1,0,17.6,2019_S2
AA-10165,421,Potential Loyalist,Good,2533,MX-2016-108539,2016-06-17T00:00:00Z,2016-06-20T00:00:00Z,Rápido,Adán Atencio,Cliente,Villa Canales,Guatemala,Guatemala,Centro,TEC-TE-10000541,Tecnología,Teléfonos,"Apple Teléfono de oficina, Azul",1305.6,3,0,300,2016_S1
AA-10165,421,Potential Loyalist,Good,807,MX-2017-166968,2017-10-09T00:00:00Z,2017-10-16T00:00:00Z,Estándar,Adán Atencio,Cliente,Las Tunas,Las Tunas,Cuba,Caribe,MAT-SU-10002844,Material de oficina,Suministros,"Acme Recortadora, Industrial",616,2,0,227.60000000000002,2017_S2
AA-10165,421,Potential Loyalist,Good,8132,MX-2019-161354,2019-11-01T00:00:00Z,2019-11-06T00:00:00Z,Estándar,Adán Atencio,Cliente,San José de las Lajas,Mayabeque,Cuba,Caribe,MAT-EL-10001381,Material de oficina,Electrodomésticos,"KitchenAid Tostadora, Blanco",2782,5,0,1168,2019_S2
AA-10165,421,Potential Loyalist,Good,5578,MX-2019-153227,2019-09-08T00:00:00Z,2019-09-14T00:00:00Z,Estándar,Adán Atencio,Cliente,Santa Catarina,Nuevo León,México,Norte,MAT-SU-10002417,Material de oficina,Suministros,"Stiletto Tijeras, Rectangular",677,5,0,60,2019_S2
AA-10165,421,Potential Loyalist,Good,5579,MX-2019-153227,2019-09-08T00:00:00Z,2019-09-14T00:00:00Z,Estándar,Adán Atencio,Cliente,Santa Catarina,Nuevo León,México,Norte,MAT-SO-10001420,Material de oficina,Sobres,"Jiffy Cierre adhesivo, Plateado",1195.2,8,0,297.6,2019_S2
AA-10225,331,Potential Loyalist,Average,2749,US-2018-166646,2018-11-23T00:00:00Z,2018-11-25T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Presidencia Roque Sáenz Peña,Chaco,Argentina,Sur,MOB-SI-10001320,Mobiliario,Sillas,"Novimex Silla de playa, Ajustable",193.80000000000004,1,0.4,-74.40000000000002,2018_S2
AA-10225,331,Potential Loyalist,Average,2750,US-2018-166646,2018-11-23T00:00:00Z,2018-11-25T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Presidencia Roque Sáenz Peña,Chaco,Argentina,Sur,MAT-AL-10000423,Material de oficina,Almacenamiento,"Smead Bandejas, Tamaño completo",1746.36,9,0.4,-87.83999999999992,2018_S2
AA-10225,331,Potential Loyalist,Average,2751,US-2018-166646,2018-11-23T00:00:00Z,2018-11-25T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Presidencia Roque Sáenz Peña,Chaco,Argentina,Sur,MAT-CA-10004040,Material de oficina,Carpetas,"Cardinal Anillas, Transparente",38.400000000000006,4,0.7,-60.8,2018_S2
AA-10225,331,Potential Loyalist,Average,2752,US-2018-166646,2018-11-23T00:00:00Z,2018-11-25T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Presidencia Roque Sáenz Peña,Chaco,Argentina,Sur,MAT-AL-10002072,Material de oficina,Almacenamiento,"Tenex Estanterías, Industrial",441.12,2,0.4,-132.48000000000005,2018_S2
AA-10225,331,Potential Loyalist,Average,2753,US-2018-166646,2018-11-23T00:00:00Z,2018-11-25T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Presidencia Roque Sáenz Peña,Chaco,Argentina,Sur,MAT-PA-10001943,Material de oficina,Papel,"SanDisk Recordadores, Paquete de 12",253.44,3,0.4,-152.16000000000003,2018_S2
AA-10225,331,Potential Loyalist,Average,3307,MX-2018-147298,2018-07-30T00:00:00Z,2018-08-05T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Ciudad de México,Distrito Federal,México,Norte,MAT-SU-10004266,Material de oficina,Suministros,"Stiletto Cizallas, Acero",1899.6000000000001,6,0,436.79999999999995,2018_S2
AA-10225,331,Potential Loyalist,Average,6375,MX-2019-126900,2019-09-17T00:00:00Z,2019-09-24T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Ciudad de Panamá,Panamá,Panamá,Centro,MAT-AL-10003207,Material de oficina,Almacenamiento,"Eldon Bandejas, Industrial",581.3999999999999,3,0.4,28.800000000000068,2019_S2
AA-10225,331,Potential Loyalist,Average,6376,MX-2019-126900,2019-09-17T00:00:00Z,2019-09-24T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Ciudad de Panamá,Panamá,Panamá,Centro,MAT-CA-10002175,Material de oficina,Carpetas,"Cardinal Perforador, Duradero",242.39999999999998,2,0.4,-68.80000000000003,2019_S2
AA-10225,331,Potential Loyalist,Average,2748,MX-2017-107503,2017-03-08T00:00:00Z,2017-03-12T00:00:00Z,Rápido,Alejandra Alcaraz,Empresa,Londrina,Paraná,Brasil,Sur,MAT-PA-10000748,Material de oficina,Papel,"SanDisk Cuaderno, Multicolor",1041,5,0,374,2017_S1
AA-10225,331,Potential Loyalist,Average,6693,MX-2017-155733,2017-09-04T00:00:00Z,2017-09-11T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Mejicanos,San Salvador,El Salvador,Centro,MOB-LI-10001876,Mobiliario,Librerías,"Dania Estante de esquina, Blanco",1661.2,2,0,448.4,2017_S2
AA-10225,331,Potential Loyalist,Average,7194,MX-2018-167374,2018-10-17T00:00:00Z,2018-10-23T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,São Paulo,São Paulo,Brasil,Sur,MAT-SO-10001818,Material de oficina,Sobres,"Ames Sobre de tipo Manila, 50",493.79999999999995,3,0,113.39999999999999,2018_S2
AA-10225,331,Potential Loyalist,Average,2087,US-2018-114090,2018-06-04T00:00:00Z,2018-06-08T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Guanare,Portuguesa,Venezuela,Sur,MOB-MO-10003254,Mobiliario,Mobiliario,"Tenex Bombilla, Duradero",319.20000000000005,5,0.4,-197.8,2018_S1
AA-10225,331,Potential Loyalist,Average,2088,US-2018-114090,2018-06-04T00:00:00Z,2018-06-08T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Guanare,Portuguesa,Venezuela,Sur,MAT-AL-10002072,Material de oficina,Almacenamiento,"Tenex Estanterías, Industrial",1323.3600000000001,6,0.4,-397.44000000000017,2018_S1
AA-10225,331,Potential Loyalist,Average,2089,US-2018-114090,2018-06-04T00:00:00Z,2018-06-08T00:00:00Z,Estándar,Alejandra Alcaraz,Empresa,Guanare,Portuguesa,Venezuela,Sur,MAT-GR-10003379,Material de oficina,Grapas,"Stockwell Grapas, Tamaños variados",94.32000000000001,3,0.4,9.11999999999999,2018_S1
ÁA-10360,344,Need Attention,Average,4564,MX-2019-111633,2019-09-08T00:00:00Z,2019-09-14T00:00:00Z,Estándar,Ágata Alonso,Empresa,Eunápolis,Bahía,Brasil,Sur,MOB-MO-10000856,Mobiliario,Mobiliario,"Eldon Marco de foto, Surtido",3102.4,8,0,123.2,2019_S2
ÁA-10360,344,Need Attention,Average,5024,MX-2019-158407,2019-09-26T00:00:00Z,2019-10-03T00:00:00Z,Estándar,Ágata Alonso,Empresa,Simões Filho,Bahía,Brasil,Sur,MAT-PA-10004785,Material de oficina,Papel,"Enermax Cuaderno, Multicolor",199.4,1,0,51.79999999999999,2019_S2
ÁA-10360,344,Need Attention,Average,5025,MX-2019-158407,2019-09-26T00:00:00Z,2019-10-03T00:00:00Z,Estándar,Ágata Alonso,Empresa,Simões Filho,Bahía,Brasil,Sur,MAT-CA-10002495,Material de oficina,Carpetas,"Acco Carpeta, Duradero",777,7,0,387.8,2019_S2
ÁA-10360,344,Need Attention,Average,8673,US-2016-162628,2016-10-01T00:00:00Z,2016-10-05T00:00:00Z,Estándar,Ágata Alonso,Empresa,Ciudad Choluteca,Choluteca,Honduras,Centro,MOB-SI-10002690,Mobiliario,Sillas,"Office Star Sillón, Ajustable",9398.4,5,0.4,-2193.6000000000004,2016_S2
ÁA-10360,344,Need Attention,Average,5047,US-2019-149048,2019-04-08T00:00:00Z,2019-04-13T00:00:00Z,Estándar,Ágata Alonso,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-AL-10003416,Material de oficina,Almacenamiento,"Fellowes Caja, Azul",236.15999999999997,3,0.4,-8.04000000000002,2019_S1
ÁA-10360,344,Need Attention,Average,5048,US-2019-149048,2019-04-08T00:00:00Z,2019-04-13T00:00:00Z,Estándar,Ágata Alonso,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-SI-10002795,Mobiliario,Sillas,"SAFCO Silla de playa, Negro",1128.24,6,0.4,-508.56,2019_S1
ÁA-10360,344,Need Attention,Average,3084,US-2019-164175,2019-03-14T00:00:00Z,2019-03-20T00:00:00Z,Estándar,Ágata Alonso,Empresa,Huancayo,Junín,Perú,Sur,MOB-SI-10001415,Mobiliario,Sillas,"Hon Sillón, Ajustable",5515.559999999999,3,0.4,-1011.2399999999993,2019_S1
ÁA-10360,344,Need Attention,Average,3085,US-2019-164175,2019-03-14T00:00:00Z,2019-03-20T00:00:00Z,Estándar,Ágata Alonso,Empresa,Huancayo,Junín,Perú,Sur,MAT-SU-10001560,Material de oficina,Suministros,"Stiletto Cúter, Acero",424.43999999999994,3,0.4,49.43999999999994,2019_S1
ÁA-10360,344,Need Attention,Average,3086,US-2019-164175,2019-03-14T00:00:00Z,2019-03-20T00:00:00Z,Estándar,Ágata Alonso,Empresa,Huancayo,Junín,Perú,Sur,MAT-SO-10002014,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Reciclado",281.88,3,0.4,-108.12,2019_S1
ÁA-10360,344,Need Attention,Average,2937,MX-2017-114622,2017-11-01T00:00:00Z,2017-11-03T00:00:00Z,Rápido,Ágata Alonso,Empresa,Santarém,Pará,Brasil,Sur,MOB-MO-10004668,Mobiliario,Mobiliario,"Advantus Tope para puertas, Duradero",841.1999999999999,3,0,42,2017_S2
ÁA-10360,344,Need Attention,Average,2938,MX-2017-114622,2017-11-01T00:00:00Z,2017-11-03T00:00:00Z,Rápido,Ágata Alonso,Empresa,Santarém,Pará,Brasil,Sur,MAT-PA-10002489,Material de oficina,Papel,"Xerox Material de oficina, Reciclado",897.5999999999999,3,0,412.79999999999995,2017_S2
ÁA-10360,344,Need Attention,Average,2954,MX-2019-113894,2019-07-11T00:00:00Z,2019-07-16T00:00:00Z,Estándar,Ágata Alonso,Empresa,Passo Fundo,Río Grande del Sur,Brasil,Sur,MAT-ET-10002439,Material de oficina,Etiquetas,"Novimex Etiquetas extraíbles, Rojo",258.4,4,0,97.6,2019_S2
ÁA-10360,344,Need Attention,Average,2955,MX-2019-113894,2019-07-11T00:00:00Z,2019-07-16T00:00:00Z,Estándar,Ágata Alonso,Empresa,Passo Fundo,Río Grande del Sur,Brasil,Sur,MAT-EL-10001878,Material de oficina,Electrodomésticos,"Breville Molinillo de café, Blanco",800,2,0,160,2019_S2
ÁA-10360,344,Need Attention,Average,2956,MX-2019-113894,2019-07-11T00:00:00Z,2019-07-16T00:00:00Z,Estándar,Ágata Alonso,Empresa,Passo Fundo,Río Grande del Sur,Brasil,Sur,MAT-SU-10004452,Material de oficina,Suministros,"Kleencut Regla, Acero",777.6000000000001,9,0,262.8,2019_S2
ÁA-10360,344,Need Attention,Average,2957,MX-2019-113894,2019-07-11T00:00:00Z,2019-07-16T00:00:00Z,Estándar,Ágata Alonso,Empresa,Passo Fundo,Río Grande del Sur,Brasil,Sur,MOB-LI-10002777,Mobiliario,Librerías,"Ikea Biblioteca, Negro",9726.4,4,0,583.2,2019_S2
ÁA-10360,344,Need Attention,Average,2958,MX-2019-113894,2019-07-11T00:00:00Z,2019-07-16T00:00:00Z,Estándar,Ágata Alonso,Empresa,Passo Fundo,Río Grande del Sur,Brasil,Sur,TEC-AC-10001479,Tecnología,Accesorios,"Logitech Memoria USB, Programable",640.1999999999999,3,0,57.599999999999994,2019_S2
ÁA-10360,344,Need Attention,Average,2146,MX-2019-160549,2019-04-16T00:00:00Z,2019-04-22T00:00:00Z,Estándar,Ágata Alonso,Empresa,Soyapango,San Salvador,El Salvador,Centro,MOB-SI-10003080,Mobiliario,Sillas,"Office Star Estora, Rojo",877.6,2,0,114,2019_S1
ÁA-10360,344,Need Attention,Average,2147,MX-2019-160549,2019-04-16T00:00:00Z,2019-04-22T00:00:00Z,Estándar,Ágata Alonso,Empresa,Soyapango,San Salvador,El Salvador,Centro,MOB-MO-10002856,Mobiliario,Mobiliario,"Deflect-O Marco de foto, Duradero",1304.8,4,0,260.8,2019_S1
ÁA-10360,344,Need Attention,Average,2313,MX-2019-166086,2019-06-24T00:00:00Z,2019-06-28T00:00:00Z,Estándar,Ágata Alonso,Empresa,Santiago,Santiago,Chile,Sur,MAT-ET-10002124,Material de oficina,Etiquetas,"Hon Etiquetas para carpetas de archivos, Rojo",394.8,7,0,86.8,2019_S1
AA-10390,232,Hibernating,Low,2605,MX-2017-151211,2017-09-14T00:00:00Z,2017-09-19T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Artemisa,Artemisa,Cuba,Caribe,MAT-SO-10003386,Material de oficina,Sobres,"Kraft Sobres de uso interno, Rojo",336.4,1,0,148,2017_S2
AA-10390,232,Hibernating,Low,8980,MX-2018-157665,2018-09-26T00:00:00Z,2018-10-01T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Ciudad de México,Distrito Federal,México,Norte,MAT-SO-10003950,Material de oficina,Sobres,"GlobeWeis Sobre de hebilla, Rojo",179.19999999999996,2,0,86,2018_S2
AA-10390,232,Hibernating,Low,8981,MX-2018-157665,2018-09-26T00:00:00Z,2018-10-01T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Ciudad de México,Distrito Federal,México,Norte,MOB-LI-10000782,Mobiliario,Librerías,"Dania Librería, Metal",3227.9999999999995,5,0.2,161.0000000000001,2018_S2
AA-10390,232,Hibernating,Low,2994,MX-2019-161578,2019-06-25T00:00:00Z,2019-06-27T00:00:00Z,Urgente,Arturo Anguiano,Cliente,Escuintla,Escuintla,Guatemala,Centro,MOB-SI-10000486,Mobiliario,Sillas,"Novimex Silla plegable, Rojo",548.2,1,0,0,2019_S1
AA-10390,232,Hibernating,Low,2995,MX-2019-161578,2019-06-25T00:00:00Z,2019-06-27T00:00:00Z,Urgente,Arturo Anguiano,Cliente,Escuintla,Escuintla,Guatemala,Centro,MOB-LI-10004439,Mobiliario,Librerías,"Sauder Estante de esquina, Metal",2935.2000000000003,3,0,557.4000000000001,2019_S1
AA-10390,232,Hibernating,Low,2996,MX-2019-161578,2019-06-25T00:00:00Z,2019-06-27T00:00:00Z,Urgente,Arturo Anguiano,Cliente,Escuintla,Escuintla,Guatemala,Centro,MAT-SU-10002090,Material de oficina,Suministros,"Elite Cizallas, Acero",1237.6,4,0,0,2019_S1
AA-10390,232,Hibernating,Low,4064,MX-2018-148390,2018-06-30T00:00:00Z,2018-07-04T00:00:00Z,Rápido,Arturo Anguiano,Cliente,Grajaú,Maranhão,Brasil,Sur,TEC-TE-10002675,Tecnología,Teléfonos,"Apple Amplificador de señal, Tamaño completo",2758.8,3,0,772.1999999999999,2018_S1
AA-10390,232,Hibernating,Low,4072,US-2018-127173,2018-10-08T00:00:00Z,2018-10-14T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-CA-10002107,Material de oficina,Carpetas,"Wilson Jones Cubierta de carpeta, Reciclado",61.599999999999994,1,0.2,-10.799999999999999,2018_S2
AA-10390,232,Hibernating,Low,4073,US-2018-127173,2018-10-08T00:00:00Z,2018-10-14T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MAT-PA-10000748,Material de oficina,Papel,"SanDisk Cuaderno, Multicolor",333.12,2,0.2,66.32,2018_S2
AA-10390,232,Hibernating,Low,4074,US-2018-127173,2018-10-08T00:00:00Z,2018-10-14T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Santo Domingo,Distrito Nacional,República Dominicana,Caribe,MOB-MO-10001856,Mobiliario,Mobiliario,"Tenex Bandeja apiladora, Surtido",168.6,2,0.5,-94.6,2018_S2
AA-10390,232,Hibernating,Low,2838,MX-2018-105459,2018-12-13T00:00:00Z,2018-12-17T00:00:00Z,Estándar,Arturo Anguiano,Cliente,Mauá,São Paulo,Brasil,Sur,TEC-CO-10001732,Tecnología,Copiadoras,"Hewlett Tinta, 2",5935.305600000001,6,0.002,1117.3056,2018_S2
